Navn;Stasjon;Tid(norsk normaltid);Minimumstemperatur (1 t);Høyeste middelvind (1 t);Høyeste vindkast (1 t)
Bergen - Florida;SN50540;24.12.2023 12:00;1,7;7,7;10,9
Bergen - Florida;SN50540;24.12.2023 13:00;2,3;7;10,2
Bergen - Florida;SN50540;24.12.2023 14:00;2,4;8,1;11,7
Bergen - Florida;SN50540;24.12.2023 15:00;3,1;8,1;11,9
Bergen - Florida;SN50540;24.12.2023 16:00;3,3;7;8,6
Bergen - Florida;SN50540;24.12.2023 17:00;3,7;6,8;8,9
Bergen - Florida;SN50540;24.12.2023 18:00;4,3;5,5;7,1
Bergen - Florida;SN50540;24.12.2023 19:00;4,5;3,1;4,4
Bergen - Florida;SN50540;24.12.2023 20:00;4,9;7,6;12,4
Bergen - Florida;SN50540;24.12.2023 21:00;5,9;5,4;8
Bergen - Florida;SN50540;24.12.2023 22:00;5,7;4,2;7,5
Bergen - Florida;SN50540;24.12.2023 23:00;5,3;4,2;6
Bergen - Florida;SN50540;25.12.2023 00:00;5,4;5,3;9,7
Bergen - Florida;SN50540;25.12.2023 01:00;5,1;3;4,1
Bergen - Florida;SN50540;25.12.2023 02:00;4,9;2,8;4,3
Bergen - Florida;SN50540;25.12.2023 03:00;5;4,7;10,6
Bergen - Florida;SN50540;25.12.2023 04:00;4,7;7,6;15,2
Bergen - Florida;SN50540;25.12.2023 05:00;4,4;3,6;11,8
Bergen - Florida;SN50540;25.12.2023 06:00;3,3;11,5;17,2
Bergen - Florida;SN50540;25.12.2023 07:00;3,2;10,5;17
Bergen - Florida;SN50540;25.12.2023 08:00;3,3;9;12,9
Bergen - Florida;SN50540;25.12.2023 09:00;3,3;7,1;10,4
Bergen - Florida;SN50540;25.12.2023 10:00;3;6,5;9,3
Bergen - Florida;SN50540;25.12.2023 11:00;2,3;4,4;6,1
Bergen - Florida;SN50540;25.12.2023 12:00;2,3;1,9;2,9
Bergen - Florida;SN50540;25.12.2023 13:00;1,4;4;5,9
Bergen - Florida;SN50540;25.12.2023 14:00;1;2,6;4
Bergen - Florida;SN50540;25.12.2023 15:00;1,3;3,8;4,8
Bergen - Florida;SN50540;25.12.2023 16:00;1,6;4,4;5,7
Bergen - Florida;SN50540;25.12.2023 17:00;1,5;3,6;4,9
Bergen - Florida;SN50540;25.12.2023 18:00;1,6;4;4,9
Bergen - Florida;SN50540;25.12.2023 19:00;1,5;4,2;5,3
Bergen - Florida;SN50540;25.12.2023 20:00;1,5;3,1;5,2
Bergen - Florida;SN50540;25.12.2023 21:00;1,6;5,7;10,1
Bergen - Florida;SN50540;25.12.2023 22:00;1,5;3,6;4,6
Bergen - Florida;SN50540;25.12.2023 23:00;1,4;4,3;5,5
Bergen - Florida;SN50540;26.12.2023 00:00;1,5;5,2;6,9
Bergen - Florida;SN50540;26.12.2023 01:00;1,5;4,9;6,2
Bergen - Florida;SN50540;26.12.2023 02:00;1,4;3,4;4,5
Bergen - Florida;SN50540;26.12.2023 03:00;1,2;4,8;5,9
Bergen - Florida;SN50540;26.12.2023 04:00;1,4;5,2;6,8
Bergen - Florida;SN50540;26.12.2023 05:00;1,8;5,7;6,7
Bergen - Florida;SN50540;26.12.2023 06:00;1,7;4,5;5,5
Bergen - Florida;SN50540;26.12.2023 07:00;1,9;4,2;5,9
Bergen - Florida;SN50540;26.12.2023 08:00;1,5;3,1;3,4
Bergen - Florida;SN50540;26.12.2023 09:00;1,3;2,3;3,1
Bergen - Florida;SN50540;26.12.2023 10:00;1,4;2,2;3
Bergen - Florida;SN50540;26.12.2023 11:00;1,4;1,9;2,3
Bergen - Florida;SN50540;26.12.2023 12:00;1,2;1,2;2
Bergen - Florida;SN50540;26.12.2023 13:00;2,1;2,5;3,2
Bergen - Florida;SN50540;26.12.2023 14:00;1,8;1,5;2,1
Bergen - Florida;SN50540;26.12.2023 15:00;1,9;5,3;9,1
Bergen - Florida;SN50540;26.12.2023 16:00;2,1;4,6;6
Bergen - Florida;SN50540;26.12.2023 17:00;2,2;5,4;7,9
Bergen - Florida;SN50540;26.12.2023 18:00;2,3;7,1;9,7
Bergen - Florida;SN50540;26.12.2023 19:00;2,2;6,4;9,8
Bergen - Florida;SN50540;26.12.2023 20:00;2,1;8,3;13,7
Bergen - Florida;SN50540;26.12.2023 21:00;1,7;7,4;12,2
Bergen - Florida;SN50540;26.12.2023 22:00;1,3;6,4;8,4
Bergen - Florida;SN50540;26.12.2023 23:00;1,2;5;7,2
Bergen - Florida;SN50540;27.12.2023 00:00;0,9;6,2;9,2
Bergen - Florida;SN50540;27.12.2023 01:00;1;5,9;7,1
Bergen - Florida;SN50540;27.12.2023 02:00;0,4;4,2;6
Bergen - Florida;SN50540;27.12.2023 03:00;0;4,1;5,1
Bergen - Florida;SN50540;27.12.2023 04:00;-0,7;1,2;2
Bergen - Florida;SN50540;27.12.2023 05:00;-0,8;2,1;2,7
Bergen - Florida;SN50540;27.12.2023 06:00;-1,3;2;2,7
Bergen - Florida;SN50540;27.12.2023 07:00;-2,1;2;2,7
Bergen - Florida;SN50540;27.12.2023 08:00;-2,7;2;2,6
Bergen - Florida;SN50540;27.12.2023 09:00;-3,1;1,2;1,6
Bergen - Florida;SN50540;27.12.2023 10:00;-3,3;1,3;2,5
Bergen - Florida;SN50540;27.12.2023 11:00;-3,2;2,6;3,4
Bergen - Florida;SN50540;27.12.2023 12:00;-3,2;2,1;2,9
Bergen - Florida;SN50540;27.12.2023 13:00;-3;1,5;1,9
Bergen - Florida;SN50540;27.12.2023 14:00;-2,7;1,5;2
Bergen - Florida;SN50540;27.12.2023 15:00;-2,6;1,3;1,9
Bergen - Florida;SN50540;27.12.2023 16:00;-2,8;1,8;2,3
Bergen - Florida;SN50540;27.12.2023 17:00;-2,8;2;3,1
Bergen - Florida;SN50540;27.12.2023 18:00;-2,6;1,9;2,9
Bergen - Florida;SN50540;27.12.2023 19:00;-2;2,9;7,9
Bergen - Florida;SN50540;27.12.2023 20:00;0,7;7;10,2
Bergen - Florida;SN50540;27.12.2023 21:00;2,1;7,8;11,3
Bergen - Florida;SN50540;27.12.2023 22:00;2,2;7,4;12,2
Bergen - Florida;SN50540;27.12.2023 23:00;1,5;8,6;15,3
Bergen - Florida;SN50540;28.12.2023 00:00;-0,8;7,9;16,1
Bergen - Florida;SN50540;28.12.2023 01:00;-0,8;15;21,7
Bergen - Florida;SN50540;28.12.2023 02:00;-0,3;14,9;21,2
Bergen - Florida;SN50540;28.12.2023 03:00;-0,3;6,6;9,4
Bergen - Florida;SN50540;28.12.2023 04:00;0,7;9,7;18,1
Bergen - Florida;SN50540;28.12.2023 05:00;2,9;11,6;20,3
Bergen - Florida;SN50540;28.12.2023 06:00;3,7;12;20,3
Bergen - Florida;SN50540;28.12.2023 07:00;4,4;11,2;17
Bergen - Florida;SN50540;28.12.2023 08:00;4,3;10;15,9
Bergen - Florida;SN50540;28.12.2023 09:00;4,6;9,8;14,8
Bergen - Florida;SN50540;28.12.2023 10:00;4,3;8,3;15,1
Bergen - Florida;SN50540;28.12.2023 11:00;3,8;7,5;14,5
Bergen - Florida;SN50540;28.12.2023 12:00;3,2;7,3;11,4
Bergen - Florida;SN50540;28.12.2023 13:00;3,5;7,2;10,5
Bergen - Florida;SN50540;28.12.2023 14:00;3,5;7;9,7
Bergen - Florida;SN50540;28.12.2023 15:00;4,5;7,6;10,5
Bergen - Florida;SN50540;28.12.2023 16:00;5,2;7,4;10
Bergen - Florida;SN50540;28.12.2023 17:00;5,3;5,4;8,8
Bergen - Florida;SN50540;28.12.2023 18:00;5,2;5;7,6
Bergen - Florida;SN50540;28.12.2023 19:00;5,1;4,6;8
Bergen - Florida;SN50540;28.12.2023 20:00;5,2;6,4;10,3
Bergen - Florida;SN50540;28.12.2023 21:00;5;6,3;11,3
Bergen - Florida;SN50540;28.12.2023 22:00;5,4;6,3;11,3
Bergen - Florida;SN50540;28.12.2023 23:00;5,1;5,8;9,1
Bergen - Florida;SN50540;29.12.2023 00:00;5,1;5;6,9
Bergen - Florida;SN50540;29.12.2023 01:00;4,6;4;6,7
Bergen - Florida;SN50540;29.12.2023 02:00;4,1;5,8;9,5
Bergen - Florida;SN50540;29.12.2023 03:00;4;5,7;10,3
Bergen - Florida;SN50540;29.12.2023 04:00;4,1;4,8;7
Bergen - Florida;SN50540;29.12.2023 05:00;4,7;5,1;7,7
Bergen - Florida;SN50540;29.12.2023 06:00;4,6;4,7;7,7
Bergen - Florida;SN50540;29.12.2023 07:00;4,3;5,2;7,8
Bergen - Florida;SN50540;29.12.2023 08:00;4,1;6,7;8,4
Bergen - Florida;SN50540;29.12.2023 09:00;4,2;6,5;7,4
Bergen - Florida;SN50540;29.12.2023 10:00;3,9;4,7;6,9
Bergen - Florida;SN50540;29.12.2023 11:00;3,8;4;5,8
Bergen - Florida;SN50540;29.12.2023 12:00;3,7;3,7;4,6
Bergen - Florida;SN50540;29.12.2023 13:00;3,7;3,7;4,7
Bergen - Florida;SN50540;29.12.2023 14:00;3,9;3,5;5,3
Bergen - Florida;SN50540;29.12.2023 15:00;4,2;4,2;5,5
Bergen - Florida;SN50540;29.12.2023 16:00;3,8;5,2;7,6
Bergen - Florida;SN50540;29.12.2023 17:00;3,6;4,5;6,4
Bergen - Florida;SN50540;29.12.2023 18:00;3,5;3,6;5,8
Bergen - Florida;SN50540;29.12.2023 19:00;3,4;3,4;4,6
Bergen - Florida;SN50540;29.12.2023 20:00;3,3;4,2;5,6
Bergen - Florida;SN50540;29.12.2023 21:00;3,3;3,9;5,5
Bergen - Florida;SN50540;29.12.2023 22:00;3,5;4,1;5,5
Bergen - Florida;SN50540;29.12.2023 23:00;3,5;3,7;6
Bergen - Florida;SN50540;30.12.2023 00:00;2,6;2,7;3,3
Bergen - Florida;SN50540;30.12.2023 01:00;1,7;1,8;2,4
Bergen - Florida;SN50540;30.12.2023 02:00;1,3;1,9;2,4
Bergen - Florida;SN50540;30.12.2023 03:00;1,4;1,8;2,4
Bergen - Florida;SN50540;30.12.2023 04:00;1,5;1,9;3,1
Bergen - Florida;SN50540;30.12.2023 05:00;0,1;1,1;1,6
Bergen - Florida;SN50540;30.12.2023 06:00;-0,3;1,6;2,9
Bergen - Florida;SN50540;30.12.2023 07:00;-0,7;1,4;2,5
Bergen - Florida;SN50540;30.12.2023 08:00;-1,1;1,5;1,9
Bergen - Florida;SN50540;30.12.2023 09:00;-1;1,4;2,7
Bergen - Florida;SN50540;30.12.2023 10:00;-1,1;1,9;2,5
Bergen - Florida;SN50540;30.12.2023 11:00;-1,2;1,6;2,3
Bergen - Florida;SN50540;30.12.2023 12:00;-0,5;1,8;2,2
Bergen - Florida;SN50540;30.12.2023 13:00;0,1;1,4;2
Bergen - Florida;SN50540;30.12.2023 14:00;-0,2;1,2;1,5
Bergen - Florida;SN50540;30.12.2023 15:00;-0,3;2,6;3,1
Bergen - Florida;SN50540;30.12.2023 16:00;-0,6;2,1;2,6
Bergen - Florida;SN50540;30.12.2023 17:00;-1,2;2,4;2,8
Bergen - Florida;SN50540;30.12.2023 18:00;-1,4;1,3;1,9
Bergen - Florida;SN50540;30.12.2023 19:00;-1,6;0,4;0,8
Bergen - Florida;SN50540;30.12.2023 20:00;-1,9;1,7;2,5
Bergen - Florida;SN50540;30.12.2023 21:00;-2,1;2,5;3,1
Bergen - Florida;SN50540;30.12.2023 22:00;-2;1,8;2,7
Bergen - Florida;SN50540;30.12.2023 23:00;-1,4;3,9;5,2
Bergen - Florida;SN50540;31.12.2023 00:00;2;5,5;8,6
Bergen - Florida;SN50540;31.12.2023 01:00;1,3;4,6;4,4
Bergen - Florida;SN50540;31.12.2023 02:00;0,4;2,2;2,4
Bergen - Florida;SN50540;31.12.2023 03:00;0,1;1,8;2,5
Bergen - Florida;SN50540;31.12.2023 04:00;-0,5;1,6;2,5
Bergen - Florida;SN50540;31.12.2023 05:00;-0,5;1,4;2,2
Bergen - Florida;SN50540;31.12.2023 06:00;-0,5;1,3;3
Bergen - Florida;SN50540;31.12.2023 07:00;0,2;1,7;3,8
Bergen - Florida;SN50540;31.12.2023 08:00;2,6;5,5;11,6
Bergen - Florida;SN50540;31.12.2023 09:00;4,7;5,7;10,3
Bergen - Florida;SN50540;31.12.2023 10:00;6,1;7,3;14,4
Bergen - Florida;SN50540;31.12.2023 11:00;6,5;8,3;14,8
Bergen - Florida;SN50540;31.12.2023 12:00;6,6;10,3;15,4
Bergen - Florida;SN50540;31.12.2023 13:00;6,7;11,5;16,7
Bergen - Florida;SN50540;31.12.2023 14:00;7;11;16,8
Bergen - Florida;SN50540;31.12.2023 15:00;6,9;11,4;17,4
Bergen - Florida;SN50540;31.12.2023 16:00;6,4;13,4;20,9
Bergen - Florida;SN50540;31.12.2023 17:00;6,5;11,4;16,4
Bergen - Florida;SN50540;31.12.2023 18:00;6,6;12,6;17,7
Bergen - Florida;SN50540;31.12.2023 19:00;6,2;14,3;20
Bergen - Florida;SN50540;31.12.2023 20:00;6,3;11,7;18
Bergen - Florida;SN50540;31.12.2023 21:00;6,3;9,7;19,8
Bergen - Florida;SN50540;31.12.2023 22:00;6,2;13,2;21,4
Bergen - Florida;SN50540;31.12.2023 23:00;5,7;12,2;21,1
Bergen - Florida;SN50540;01.01.2024 00:00;5,7;8,7;14,8
Bergen - Florida;SN50540;01.01.2024 01:00;5;7,9;15,1
Bergen - Florida;SN50540;01.01.2024 02:00;4,6;8,9;14
Bergen - Florida;SN50540;01.01.2024 03:00;4,3;7,2;13,8
Bergen - Florida;SN50540;01.01.2024 04:00;3,6;14,5;20,5
Bergen - Florida;SN50540;01.01.2024 05:00;3,3;15;22
Bergen - Florida;SN50540;01.01.2024 06:00;3,3;13,7;20,8
Bergen - Florida;SN50540;01.01.2024 07:00;4,6;8,9;15,2
Bergen - Florida;SN50540;01.01.2024 08:00;5;8,2;14,2
Bergen - Florida;SN50540;01.01.2024 09:00;3,8;13,4;18,7
Bergen - Florida;SN50540;01.01.2024 10:00;3,8;11,5;17
Bergen - Florida;SN50540;01.01.2024 11:00;4,2;9,9;14,9
Bergen - Florida;SN50540;01.01.2024 12:00;4,1;9,1;18,9
Bergen - Florida;SN50540;01.01.2024 13:00;4,1;9,1;17,7
Bergen - Florida;SN50540;01.01.2024 14:00;4,2;7,2;12,2
Bergen - Florida;SN50540;01.01.2024 15:00;3,7;8,7;13,7
Bergen - Florida;SN50540;01.01.2024 16:00;2,9;9,2;14,1
Bergen - Florida;SN50540;01.01.2024 17:00;2,9;9,4;15
Bergen - Florida;SN50540;01.01.2024 18:00;3,5;9,9;16,1
Bergen - Florida;SN50540;01.01.2024 19:00;3,7;9,7;13,3
Bergen - Florida;SN50540;01.01.2024 20:00;3,7;8,3;12,9
Bergen - Florida;SN50540;01.01.2024 21:00;3,6;7,2;11,9
Bergen - Florida;SN50540;01.01.2024 22:00;3,4;7,2;11,5
Bergen - Florida;SN50540;01.01.2024 23:00;2,9;8,1;13,2
Bergen - Florida;SN50540;02.01.2024 00:00;3,1;7,6;13,4
Bergen - Florida;SN50540;02.01.2024 01:00;2,9;9,7;14,6
Bergen - Florida;SN50540;02.01.2024 02:00;3,6;8,1;14,4
Bergen - Florida;SN50540;02.01.2024 03:00;3,7;8,9;14,1
Bergen - Florida;SN50540;02.01.2024 04:00;3,5;8,5;13,4
Bergen - Florida;SN50540;02.01.2024 05:00;3,5;8,4;14
Bergen - Florida;SN50540;02.01.2024 06:00;3,2;9,7;14,5
Bergen - Florida;SN50540;02.01.2024 07:00;3,1;10,3;15
Bergen - Florida;SN50540;02.01.2024 08:00;3,2;9;13,7
Bergen - Florida;SN50540;02.01.2024 09:00;2,9;11,2;16
Bergen - Florida;SN50540;02.01.2024 10:00;2,7;10,5;16,1
Bergen - Florida;SN50540;02.01.2024 11:00;2,6;10,3;16,9
Bergen - Florida;SN50540;02.01.2024 12:00;2,7;11,1;17,9
Bergen - Florida;SN50540;02.01.2024 13:00;2,1;12,3;20,3
Bergen - Florida;SN50540;02.01.2024 14:00;1,9;12,9;19,4
Bergen - Florida;SN50540;02.01.2024 15:00;1,4;13,6;21,8
Bergen - Florida;SN50540;02.01.2024 16:00;1,2;12,7;22,5
Bergen - Florida;SN50540;02.01.2024 17:00;0,9;13,6;19,5
Bergen - Florida;SN50540;02.01.2024 18:00;0,7;11,8;18,9
Bergen - Florida;SN50540;02.01.2024 19:00;0,3;6,5;15
Bergen - Florida;SN50540;02.01.2024 20:00;0,1;11,9;21,3
Bergen - Florida;SN50540;02.01.2024 21:00;-0,2;11,4;22,1
Bergen - Florida;SN50540;02.01.2024 22:00;-0,2;10,2;20,1
Bergen - Florida;SN50540;02.01.2024 23:00;-0,3;10;20,8
Bergen - Florida;SN50540;03.01.2024 00:00;-0,4;15,7;23,8
Bergen - Florida;SN50540;03.01.2024 01:00;-0,6;16;24,1
Bergen - Florida;SN50540;03.01.2024 02:00;-0,4;14,1;21,7
Bergen - Florida;SN50540;03.01.2024 03:00;-0,8;14,3;21,9
Bergen - Florida;SN50540;03.01.2024 04:00;-1;13,5;19,1
Bergen - Florida;SN50540;03.01.2024 05:00;-1;12,1;17,1
Bergen - Florida;SN50540;03.01.2024 06:00;-0,7;11,1;16,7
Bergen - Florida;SN50540;03.01.2024 07:00;-0,7;11,3;15,7
Bergen - Florida;SN50540;03.01.2024 08:00;-0,7;10,1;14,1
Bergen - Florida;SN50540;03.01.2024 09:00;-0,7;9,5;13,8
Bergen - Florida;SN50540;03.01.2024 10:00;-0,9;8,7;13,1
Bergen - Florida;SN50540;03.01.2024 11:00;-0,9;9;12,8
Bergen - Florida;SN50540;03.01.2024 12:00;-1;8,4;13
Bergen - Florida;SN50540;03.01.2024 13:00;-1,1;9,3;14
Bergen - Florida;SN50540;03.01.2024 14:00;-0,9;8,3;12,2
Bergen - Florida;SN50540;03.01.2024 15:00;-1,1;7,6;12,5
Bergen - Florida;SN50540;03.01.2024 16:00;-1,3;7,6;12,8
Bergen - Florida;SN50540;03.01.2024 17:00;-1,5;5,9;8,7
Bergen - Florida;SN50540;03.01.2024 18:00;-1,9;4,6;6,8
Bergen - Florida;SN50540;03.01.2024 19:00;-2,5;2,7;5
Bergen - Florida;SN50540;03.01.2024 20:00;-2,7;1,6;4,2
Bergen - Florida;SN50540;03.01.2024 21:00;-3,8;2,5;4,4
Bergen - Florida;SN50540;03.01.2024 22:00;-4;2,1;3,8
Bergen - Florida;SN50540;03.01.2024 23:00;-4,8;2,3;3,4
Bergen - Florida;SN50540;04.01.2024 00:00;-5,2;2,4;3,5
Bergen - Florida;SN50540;04.01.2024 01:00;-5,3;1,8;2,8
Bergen - Florida;SN50540;04.01.2024 02:00;-5,6;1,2;2,2
Bergen - Florida;SN50540;04.01.2024 03:00;-6;1,6;2,4
Bergen - Florida;SN50540;04.01.2024 04:00;-6,1;1,7;2,3
Bergen - Florida;SN50540;04.01.2024 05:00;-6;2;2,6
Bergen - Florida;SN50540;04.01.2024 06:00;-5,6;2;2,5
Bergen - Florida;SN50540;04.01.2024 07:00;-4,9;1,7;2,1
Bergen - Florida;SN50540;04.01.2024 08:00;-4,4;1,7;2,1
Bergen - Florida;SN50540;04.01.2024 09:00;-4,3;1,5;2,1
Bergen - Florida;SN50540;04.01.2024 10:00;-4,4;1,7;2,3
Bergen - Florida;SN50540;04.01.2024 11:00;-4,5;1,9;2,7
Bergen - Florida;SN50540;04.01.2024 12:00;-4;2,1;2,9
Bergen - Florida;SN50540;04.01.2024 13:00;-3,7;2;3,1
Bergen - Florida;SN50540;04.01.2024 14:00;-3,6;2,2;2,7
Bergen - Florida;SN50540;04.01.2024 15:00;-3,7;2,2;2,9
Bergen - Florida;SN50540;04.01.2024 16:00;-3,8;2,1;2,8
Bergen - Florida;SN50540;04.01.2024 17:00;-4;1,5;2
Bergen - Florida;SN50540;04.01.2024 18:00;-4,5;1,9;2,9
Bergen - Florida;SN50540;04.01.2024 19:00;-4,4;2,9;3,6
Bergen - Florida;SN50540;04.01.2024 20:00;-4,5;2,1;2,6
Bergen - Florida;SN50540;04.01.2024 21:00;-4,7;3,1;3,8
Bergen - Florida;SN50540;04.01.2024 22:00;-4,7;2,4;3,3
Bergen - Florida;SN50540;04.01.2024 23:00;-5,1;2,6;3,3
Bergen - Florida;SN50540;05.01.2024 00:00;-6;1,7;2,2
Bergen - Florida;SN50540;05.01.2024 01:00;-6,5;1,5;1,9
Bergen - Florida;SN50540;05.01.2024 02:00;-6,8;1,1;1,4
Bergen - Florida;SN50540;05.01.2024 03:00;-7,1;1,2;1,6
Bergen - Florida;SN50540;05.01.2024 04:00;-7,4;1,7;2,1
Bergen - Florida;SN50540;05.01.2024 05:00;-7,8;1,6;1,8
Bergen - Florida;SN50540;05.01.2024 06:00;-8;1,7;2,5
Bergen - Florida;SN50540;05.01.2024 07:00;-7,9;1,7;1,7
Bergen - Florida;SN50540;05.01.2024 08:00;-7,8;1,4;1,7
Bergen - Florida;SN50540;05.01.2024 09:00;-7,5;1,3;1,7
Bergen - Florida;SN50540;05.01.2024 10:00;-7,8;1,1;1,3
Bergen - Florida;SN50540;05.01.2024 11:00;-7,2;0,8;1,1
Bergen - Florida;SN50540;05.01.2024 12:00;-5,8;0,7;1,3
Bergen - Florida;SN50540;05.01.2024 13:00;-4,9;1,3;1,9
Bergen - Florida;SN50540;05.01.2024 14:00;-5;1,5;2,2
Bergen - Florida;SN50540;05.01.2024 15:00;-5,3;1,4;1,9
Bergen - Florida;SN50540;05.01.2024 16:00;-5,9;1,2;1,6
Bergen - Florida;SN50540;05.01.2024 17:00;-6,6;2;2,4
Bergen - Florida;SN50540;05.01.2024 18:00;-7,2;2,3;3
Bergen - Florida;SN50540;05.01.2024 19:00;-7,6;2,2;2,9
Bergen - Florida;SN50540;05.01.2024 20:00;-8,1;2;2,5
Bergen - Florida;SN50540;05.01.2024 21:00;-8,4;2,1;2,6
Bergen - Florida;SN50540;05.01.2024 22:00;-8,3;2;2,5
Bergen - Florida;SN50540;05.01.2024 23:00;-8,3;2;2,2
Bergen - Florida;SN50540;06.01.2024 00:00;-8,7;2,4;3
Bergen - Florida;SN50540;06.01.2024 01:00;-8,6;2,5;3,3
Bergen - Florida;SN50540;06.01.2024 02:00;-8,6;2;2,3
Bergen - Florida;SN50540;06.01.2024 03:00;-8,9;1,6;2
Bergen - Florida;SN50540;06.01.2024 04:00;-8,9;1,7;2,1
Bergen - Florida;SN50540;06.01.2024 05:00;-9,2;1,7;2
Bergen - Florida;SN50540;06.01.2024 06:00;-9,3;1,4;1,9
Bergen - Florida;SN50540;06.01.2024 07:00;-9,2;2,3;2,6
Bergen - Florida;SN50540;06.01.2024 08:00;-9,1;2,2;2,7
Bergen - Florida;SN50540;06.01.2024 09:00;-9,1;2,6;3,1
Bergen - Florida;SN50540;06.01.2024 10:00;-8,9;2,4;3,1
Bergen - Florida;SN50540;06.01.2024 11:00;-8,8;2,4;2,8
Bergen - Florida;SN50540;06.01.2024 12:00;-7,3;2,3;2,7
Bergen - Florida;SN50540;06.01.2024 13:00;-6;1,8;2,3
Bergen - Florida;SN50540;06.01.2024 14:00;-6,3;2;3,1
Bergen - Florida;SN50540;06.01.2024 15:00;-5,9;1,8;2,6
Sola;SN44560;08.12.2023 16:00;1,9;6,5;8,8
Sola;SN44560;08.12.2023 17:00;1,4;6,9;9,4
Sola;SN44560;08.12.2023 18:00;1,7;6,4;9,4
Sola;SN44560;08.12.2023 19:00;1,6;7,3;9,5
Sola;SN44560;08.12.2023 20:00;1,7;6,4;8
Sola;SN44560;08.12.2023 21:00;1,9;5,4;6,8
Sola;SN44560;08.12.2023 22:00;2;4,7;6,4
Sola;SN44560;08.12.2023 23:00;2,2;4,3;6,3
Sola;SN44560;09.12.2023 00:00;2,4;4,3;7,5
Sola;SN44560;09.12.2023 01:00;2,3;4,6;7,6
Sola;SN44560;09.12.2023 02:00;2,5;3,8;5,9
Sola;SN44560;09.12.2023 03:00;2,3;3,7;5,1
Sola;SN44560;09.12.2023 04:00;2,3;2,6;4,3
Sola;SN44560;09.12.2023 05:00;2,3;4,4;6,3
Sola;SN44560;09.12.2023 06:00;2,3;3,9;4,3
Sola;SN44560;09.12.2023 07:00;3,1;4,5;6,7
Sola;SN44560;09.12.2023 08:00;3,2;4,7;7
Sola;SN44560;09.12.2023 09:00;3,8;6;9,1
Sola;SN44560;09.12.2023 10:00;4,3;6,2;8,7
Sola;SN44560;09.12.2023 11:00;4,6;6,8;9,7
Sola;SN44560;09.12.2023 12:00;4,7;7,9;12
Sola;SN44560;09.12.2023 13:00;5,1;10,7;14,6
Sola;SN44560;09.12.2023 14:00;5,4;10,6;13,2
Sola;SN44560;09.12.2023 15:00;5,3;9,7;12,9
Sola;SN44560;09.12.2023 16:00;5,6;9,6;14,2
Sola;SN44560;09.12.2023 17:00;5,6;8,9;13,2
Sola;SN44560;09.12.2023 18:00;5,7;8,3;11,1
Sola;SN44560;09.12.2023 19:00;5,6;9,3;11,9
Sola;SN44560;09.12.2023 20:00;5,4;9,1;11,2
Sola;SN44560;09.12.2023 21:00;5,4;7,1;9,3
Sola;SN44560;09.12.2023 22:00;5,4;5,9;7,6
Sola;SN44560;09.12.2023 23:00;5,4;5,6;10
Sola;SN44560;10.12.2023 00:00;5,5;4,5;7
Sola;SN44560;10.12.2023 01:00;5,6;6,9;8,9
Sola;SN44560;10.12.2023 02:00;5,8;7;10,1
Sola;SN44560;10.12.2023 03:00;5,5;9;11
Sola;SN44560;10.12.2023 04:00;5,2;9,8;13,6
Sola;SN44560;10.12.2023 05:00;5,1;9,3;14,9
Sola;SN44560;10.12.2023 06:00;5,1;8,2;11,3
Sola;SN44560;10.12.2023 07:00;4,9;7,8;10,2
Sola;SN44560;10.12.2023 08:00;4,1;5,4;5,4
Sola;SN44560;10.12.2023 09:00;2,9;2,1;2,8
Sola;SN44560;10.12.2023 10:00;2,2;1,5;2,5
Sola;SN44560;10.12.2023 11:00;2;1,1;2,4
Sola;SN44560;10.12.2023 12:00;2,3;6,4;9,6
Sola;SN44560;10.12.2023 13:00;4,3;7,2;12,6
Sola;SN44560;10.12.2023 14:00;5,5;6,6;8,6
Sola;SN44560;10.12.2023 15:00;5,1;6,3;9,8
Sola;SN44560;10.12.2023 16:00;5;7;9,9
Sola;SN44560;10.12.2023 17:00;4,7;5,5;7,6
Sola;SN44560;10.12.2023 18:00;4,5;6;8,6
Sola;SN44560;10.12.2023 19:00;4,4;5,8;8,2
Sola;SN44560;10.12.2023 20:00;3,9;5,5;7,2
Sola;SN44560;10.12.2023 21:00;3,8;4;5,9
Sola;SN44560;10.12.2023 22:00;3,9;5,4;8,3
Sola;SN44560;10.12.2023 23:00;4;4,7;6,1
Sola;SN44560;11.12.2023 00:00;3,8;3,7;5,9
Sola;SN44560;11.12.2023 01:00;4;4,1;5,9
Sola;SN44560;11.12.2023 02:00;4,2;3,2;4
Sola;SN44560;11.12.2023 03:00;4,1;1,8;2,5
Sola;SN44560;11.12.2023 04:00;4,2;4;5,2
Sola;SN44560;11.12.2023 05:00;4,3;5,6;7,6
Sola;SN44560;11.12.2023 06:00;4,3;4,9;5,9
Sola;SN44560;11.12.2023 07:00;4,4;3,1;5,4
Sola;SN44560;11.12.2023 08:00;4,3;4,5;6,5
Sola;SN44560;11.12.2023 09:00;3,5;4,8;6,2
Sola;SN44560;11.12.2023 10:00;3,2;3,4;4
Sola;SN44560;11.12.2023 11:00;3,7;2,6;3,7
Sola;SN44560;11.12.2023 12:00;4,1;3,3;3,6
Sola;SN44560;11.12.2023 13:00;4,2;3,1;3,8
Sola;SN44560;11.12.2023 14:00;4,2;3,1;3,8
Sola;SN44560;11.12.2023 15:00;4,1;3,4;4,3
Sola;SN44560;11.12.2023 16:00;3,6;3,9;4,7
